关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
Electric Plant,M2G Enclosures,满足系统持续运行要求,Provide applicable IEC IP rating,,"1) Free-wheeling one PTO
2) Electrical isolation of port/strd M2G systems
3) Automatic fire extinguisher",3,Fire/smoke,Electrical short,5,2,none,1) SCADA Diagnostics；Dry dock repair - pending investigation by service vessel.,StingRAY/SR-RR-0300 Electric Plant PD v3.0 07-25-2016.xlsx
SCADA,SCADA components,满足系统持续运行要求,Control and data collection,,"1) Power loss due to short 
2) Damage to SCADA system",1,Fire/smoke,Electrical short or internal component failure,5,2,1) Fire/smoke alarm,"1) Enclosure fire alarm
2) Enclosure temperature
3) Visible and IR camera；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,"Wiring Issue
- unknown internal fault
- unknown poor solder joint
- wire chaffe due to improper routing",7,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,Corrosion induced failure,6,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,Contamination induced failure,7,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,Improper installation or manufacturing defect results in failure,7,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,Software / programming error during program revision.,5,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Manual correction of software/programming error, onboard or remotely.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,Vibration and/or motion induced failure,7,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Single PTO tape scale encoder,满足系统持续运行要求,Provide position feedback to drives,,"1) Single encoder fail
2) Loss of position feedback",1,Signal failure,"Water induced failure 
(non-corrosion)",7,2,1) None,"1) Encoder data；Manual switch of encoders onboard
Programmatically selected encoders from internal system comparison.",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Backups + 1  encoders failure,满足系统持续运行要求,Provide position feedback to drives,,"1) Incorrect signal - uncontrolled damping
2) No signal - freewheeling
3) Loss of position feedback",1,Encoder failure,All encoders failed for one PTO,4,2,1) None,1) Encoder data；Dry-dock required for repair.,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Encoder power from M2G,满足系统持续运行要求,Provide position feedback to drives,,1) All encoder fail for one PTO,1,Signal failure,Power failure to encoder,3,2,1) None,1) Encoder data；manual supply replacement,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Generator gap sensor,满足系统持续运行要求,Provides stator position w.r.t. the outer housing and rotor,,1) No gap data from failed sensor,1,Signal failure,"Hardware or wiring failure
- corrosion induced
- water induced
- contamination
- vibration",9,2,1) None,1) Gap sensor data lost；Dry-dock required for repair. Single failure tolerable.,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Torque rod load cell,满足系统持续运行要求,provides measured stator torque for one stator section,,1) No torque data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Link bar data lost；Dry-dock required for repair. Single failure tolerable.,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Rail wheel load pin,满足系统持续运行要求,provides normal force on rail wheels for one stator section,,1) No load data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Rail wheel load data lost；Dry-dock required for repair. Single failure tolerable,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Seal gap sensor,满足系统持续运行要求,Provides seal gap position,,1) No seal gap data from failed sensor,1,Signal failure,Hardware or wiring failure,9,2,1) None,1) Seal gap data lost；Dry-dock required for repair. Single failure tolerable,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Main/secondary bearing temperature,满足系统持续运行要求,Provides bearing temperatures,,1) No bearing temp data,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Bearing temp data lost；Dry-dock required for repair. Single failure tolerable,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,SCADA enclosure temperature,满足系统持续运行要求,Provides SCADA enclosure temperatures,,1) No enclosure temperature,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) SCADA enclosure data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PTO module temperature,满足系统持续运行要求,Provides PTO structure temperatures,,1) No PTO structure temperature,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) PTO structure temp data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PTO module humidity,满足系统持续运行要求,Provides PTO structure humidity,,1) No PTO structure humidity,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) PTO structure humidity data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Control room temperature,满足系统持续运行要求,Provides control room temperatures,,1) No control room temperature,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Control room temp data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Control room humidity,满足系统持续运行要求,Provides control room structure humidity,,1) No control room humidity,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Control room humidity data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Stator sensor temperatures,满足系统持续运行要求,Provides sensor temperatures,,1) No sensor temp data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Sensor temp data lost；Dry-dock required for repair. Single failure tolerable,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Station power draw,满足系统持续运行要求,Provides station power draw,,1) No station power draw data,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Station power data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Bilge water level,满足系统持续运行要求,Provide bilge water level,,1) No bilge water level data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Bilge level data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Bilge pump status,满足系统持续运行要求,Provides bilge pump status data,,1) No bilge pump status,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Comparison to float switch data；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,"Cooling temp, pressure, flow sensor",满足系统持续运行要求,Provides cooling data,,1) No cooling data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Cooling parameter data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Fibber optic strain measurement,满足系统持续运行要求,Provides strain data,,1) No strain data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,"1) Strain data lost；1) Interrogator repairable in-situ
2) Single failure tolerable for strain gauge array requires dry dock repair",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Inertial measurement unit (IMU),满足系统持续运行要求,Provides nacelle body motion data,,1) No motion data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) IMU data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Communication with M2G,满足系统持续运行要求,Communicates all M2G data and PTO control commands,,"1) No M2G data
2) PTO goes to default control mode in absence of SCADA communication",1,Signal failure,Hardware or wiring failure,7,2,1) None,"1) M2G data lost
2) PTO control not responding；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Real-time AWAC/ADV connection,满足系统持续运行要求,Provide real-time AWAC data,,1) No AWAC data available,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) No AWAC data available in real-time；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Anemometer,满足系统持续运行要求,Provide wind speed and direction,,1) No WEC wind data,1,Signal failure,Hardware or wiring failure,9,2,1) None,1) Wind data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,GPS & heading sensor,满足系统持续运行要求,Provide GPS position and heading,,1) No GPS position or heading data  from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) GPS & heading data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Mooring load cell,满足系统持续运行要求,Provide mooring load data,,1) No mooring tension from failed sensor,1,Signal failure,Hardware or wiring failure,9,2,1) Inspection,1) Mooring data lost；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Power supply,满足系统持续运行要求,Provide power to SCADA,,"1) No SCADA data
2) PTO goes to defaul control mode
3) Cooling controlers go to default control mode",1,SCADA offline,"Power supply failure
- corrosion induced
- vibration or motion induced
- water induced",7,2,1) Status of individual PS,1) No SCADA；Manual in-situ repair and inspection,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Vibration accelerometer,满足系统持续运行要求,Provide vibration data,,1) No vibration data from failed sensor,1,Signal failure,Hardware or wiring failure,8,2,1) None,1) Data lost；Manual in-situ repair and inspection on most locations,StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PLC,满足系统持续运行要求,Issue cooling commands,,"1) PTO command failure
2) Cooling system command failure
3) Alarming failure",1,PLC Failure,Corrosion induced failure short circuit,5,2,"1) Visual inspection
2) Fault detection of primary PLC","1) Primary PLC torque command
2) Primary PLC cooling command；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PLC,满足系统持续运行要求,Issue cooling commands,,"1) PTO command failure
2) Cooling system command failure
3) Alarming failure",1,PLC Failure,Improper installation or manufacturing defect results in failure,5,2,1) Fault detection of primary PLC,"1) Primary PLC torque command
2) Primary PLC cooling command；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PLC,满足系统持续运行要求,Issue PTO commands,,"1) PTO command failure
2) Cooling system command failure
3) Alarming failure",1,PLC Failure,Vibration and/or motion induced failure,7,2,1) Fault detection of primary PLC,"1) Primary PLC torque command
2) Primary PLC cooling command；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,PLC,满足系统持续运行要求,Issue PTO commands,,"1) PTO command failure
2) Cooling system command failure
3) Alarming failure",1,PLC Failure,"Water induced failure 
(non-corrosion)",5,2,"1) Visual inspection
2) Fault detection of primary PLC","1) Primary PLC torque command
2) Primary PLC cooling command；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
SCADA,Server PC,满足系统持续运行要求,Issue cooling commands,,"1) Data collection failure
2) HMI visualization failure
3) Alarm reporting failure",1,PC Failure,Corrosion induced failure short circuit,5,2,"1) Visual inspection
2) Fault detection of primary SCADA","1) No primary data collection
2) Primary HMI unavailable；Manual in-situ repair and inspection",StingRAY/SR-RR-0400 SCADA PD v3.0 07-25-2016.xlsx
